event_type,city,guest_count,total_budget,venue,catering,decoration,photography,entertainment,accommodation,transportation
wedding,Hyderabad,696,1189317,340017.3663554324,292975.74807964155,215933.24362117943,135073.0446352372,133381.53790495804,,71936.05940355152
birthday,Pune,76,255993,62806.79578851818,73924.34832437456,34719.22271508377,32844.40105964978,51698.23211237369,,
birthday,Chennai,123,89477,23447.3303446988,28202.6856226469,13664.674435572757,6607.973761696033,17554.335835385522,,
party,Ahmedabad,190,205146,51131.17675994258,70141.47731804218,25758.659045549462,12829.277455632904,45285.4094208329,,
party,Hyderabad,136,207620,60518.37731899209,56558.577791550444,36355.58627745161,10758.391766775907,43429.066845229936,,
wedding,Kolkata,122,1161259,342474.05612423935,288881.4187620692,174541.75927341857,182836.20985694358,114851.34971776968,,57674.20626555969
wedding,Bangalore,410,2033017,567610.2665846639,500100.6317057586,335484.7687139455,259346.35596889746,271096.23333290126,,99378.74369383293
wedding,Hyderabad,877,4563903,1480863.4418290772,1161335.6765073396,785580.9317228305,564552.5111271361,308163.27098209795,,263407.16783151927
wedding,Hyderabad,685,4958434,1605762.8881757709,1353026.889026693,741079.478663954,652827.0148390561,351961.22578562243,,253776.50350890402
anniversary,Bangalore,96,177442,53535.813887376426,43993.26588891579,35146.70632543914,22266.04209118457,22500.17180708408,,
anniversary,Bangalore,143,826797,259856.53771558325,193330.0923175188,182446.44263002917,128692.62619922568,62471.30113764314,,
conference,Chennai,834,4963786,1961077.332020929,1184080.7673115176,,,615992.4059144272,779300.8002112373,423334.6945418888
anniversary,Delhi,145,808032,226017.4851381647,187194.28031719045,164167.86675410374,113396.39747175184,117255.9703187893,,
party,Hyderabad,126,185311,42125.93709064568,58970.513052815855,28528.37879522715,8836.863253057798,46849.307808253536,,
conference,Chennai,211,2710846,1062370.1971481272,680540.2261255436,,,454412.2257875378,276003.7814433234,237519.56949546802
birthday,Delhi,71,355009,78611.1902373204,108067.50892112186,51604.1464555044,43332.662230256385,73393.49215579704,,
wedding,Ahmedabad,219,2561892,808577.431752792,732449.1872241758,364542.44531613676,289422.3385539101,218327.06536055374,,148573.53179243166
corporate,Ahmedabad,358,1115767,348141.29858204484,379611.2492762281,,,137423.24652517517,118164.39667927823,132426.80893727372
corporate,Chennai,170,581856,184414.9651016448,180115.70048360765,,,114685.70037117485,48725.58264574132,53914.051397831354
corporate,Bangalore,325,1861127,574927.3325526456,533824.0252158698,,,349767.21294618014,176222.44715908877,226385.98212621576
anniversary,Mumbai,94,947883,318611.4037222153,199328.12075112137,181202.01236418184,145960.3049825679,102781.15817991349,,
corporate,Pune,436,1560764,578637.3470697275,431102.31395351066,,,286873.81484669744,120010.70425139528,144139.8198786692
conference,Delhi,302,1340597,557826.9278948256,351427.804380313,,,146167.02650622415,168602.77300614162,116572.46821249563
conference,Bangalore,357,2505464,981959.331489404,555806.9897879187,,,401908.0439274946,450854.09786647715,114935.53692870498
wedding,Pune,449,2261987,690425.3048119444,468314.46355664916,333802.9559361378,349841.96878312906,301549.60859390156,,118052.69831823786
conference,Chennai,103,864716,324401.08890830394,226323.41866905472,,,139752.52312746987,133976.55045426037,40262.418840911174
wedding,Kolkata,480,1810646,600883.2238281537,516926.9319883631,322322.0057583785,186802.38662997575,95192.65359313085,,88518.7982019982
anniversary,Ahmedabad,62,751021,250868.12761952291,155201.31857887184,128945.73451514012,122160.56849364762,93845.25079281758,,
birthday,Hyderabad,38,132016,34262.90108683855,35793.25402000303,21959.39816657787,16816.04941895713,23184.39730762341,,
corporate,Chennai,82,1823162,548092.6063455674,479957.59170609334,,,328051.92600680474,248671.08586325275,218388.7900782817
corporate,Bangalore,185,2013948,629536.2339172751,731047.6050402141,,,267776.020273844,141443.28374695402,244144.857021713
conference,Kolkata,245,2128782,793395.7530947864,520501.4864528409,,,323813.60321786825,343793.97101915657,147277.18621534764
party,Delhi,92,249092,69313.80687803465,80170.7698005362,24936.7322636596,15324.338939265657,59346.35211850389,,
anniversary,Bangalore,93,144772,49377.53761863235,31231.412022255354,31044.539530898495,15580.386778412367,17538.12404980143,,
wedding,Bangalore,539,1427281,436890.5277575213,314543.0884208643,225640.48435309267,245039.25998830126,127419.45649874478,,77748.18298147575
corporate,Pune,246,1054082,419387.2984020272,290906.7093890406,,,151708.50903457933,63620.60790308929,128458.87527126353
party,Mumbai,106,101672,25264.254007489424,31823.30985462577,12614.50202944442,7463.782790314252,24506.151318126136,,
party,Hyderabad,31,56704,14907.286263744232,13518.198714767033,8418.021373817943,4355.285392145361,15505.208255525427,,
wedding,Bangalore,359,2215979,555850.114604309,579512.6798700787,393954.0839583421,246267.29799567518,261123.6093752775,,179271.21419631754
conference,Bangalore,684,1323837,537948.9299574834,261989.00322802403,,,222660.69177126724,236754.99497210197,64483.380071123225
conference,Chennai,146,3862079,1573790.7698498608,907687.8346732211,,,544951.1568733036,566584.7658271072,269064.4727765071
conference,Chennai,587,3507446,1473244.9306524873,839906.2899765504,,,536139.8742118129,492157.35936981713,165997.54578933277
corporate,Delhi,365,2137834,717276.6214925405,724132.5902924832,,,232644.02053656228,164155.01126382788,299625.7564145866
anniversary,Delhi,126,972590,312118.43459045334,237117.37138243343,215030.7262968557,131990.1356872462,76333.33204301141,,
wedding,Chennai,689,3894020,1303217.047006303,976065.7978318081,427284.7525205689,434787.2902643874,436867.8269024069,,315797.2854745257
birthday,Kolkata,28,422958,99348.97969402929,140063.52784007863,70710.7389350504,27965.116879970232,84869.63665087144,,
